name,address,state,activity_type,installed_capacity_mta,status,source
Dhruv Techengineers Pvt. Ltd.,"G-1209, Rampur mandana, Industrial Area, Bhiwadi, Alwar",Rajasthan,E-waste recycler/dismantler,2575,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greenscape Eco Management Pvt. (Unit-II),F-588 & 591 MIA Alwar,Rajasthan,E-waste recycler/dismantler,49170,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greenscape Eco Management Pvt Ltd,"F-584-585, MIA, Alwar",Rajasthan,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
ETCO E-waste Recycler pvt. ltd,"SB-23, Shilp Bari Road, 1415 VKI Area, Jaipur",Rajasthan,E-waste recycler/dismantler,1446,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Universal E-Waste Recycling,"G1-117 (B), RIICO Industrial Area, Alwar",Rajasthan,E-waste recycler/dismantler,450,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Leaf Recycling Industries,"G-166-167, West part, RIICO Ind Area Bagru Jaipur",Rajasthan,E-waste recycler/dismantler,1380,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shukla E-Waste Processors,"H-309 (B) RIICO Industrial Area, Bhiwadi, Tijara, Alwar",Rajasthan,E-waste recycler/dismantler,795,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Vasoo Metals (Division-III),"G-287, MIA, Alwar",Rajasthan,E-waste recycler/dismantler,822.67,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
GS International,"G1-101, Shri Khatu Shyam Ji Ind. Complex, Ringus, Sikar",Rajasthan,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Adatte E-Waste Management Pvt. Ltd.,"C6/23, Opposite to Post Office, Safdarganj Development Area, New Delhi",Rajasthan,E-waste recycler/dismantler,1825,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Recycling Waste Management,"J-983, RIICO Ind. Area, Chopanki, Tijara, Alwar",Rajasthan,E-waste recycler/dismantler,303,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
PWL Ventures,"B137, Queen Road, Vidyut Nagar B, Jaipur (Plot no.- F142, Road no.-6, RIICO Ind. Area, Bindayka, Jaipur)",Rajasthan,E-waste recycler/dismantler,5000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green India Waste Management,"G-1/565, RIICO Ind. Area, Khuskhera, Tapukaa, Bhiwadi, Alwar",Rajasthan,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
EPRAGATHI Recycling Pvt. Ltd.,"P.No. 29, SKS Industrial Area Ringus, Tehsil- Srimadhopur, Distt- Sikar- 332404",Rajasthan,E-waste recycler/dismantler,2400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Hydro Engineers,"H1-929, RIICO Industrial Area, Chopanki, Bhiwadi, District- Alwar",Rajasthan,E-waste recycler/dismantler,450,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Urban Metals,"E-2118, Ramchandrapura RIICO Industrial area, Sitapura, Tehsil: Sanganer, District-Jaipur",Rajasthan,E-waste recycler/dismantler,480,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Fateh Enviro Lab,"Khasra No. 1036/14, Industrial Area, Jasol, Balotra, Barmer 344022",Rajasthan,E-waste recycler/dismantler,350,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Abaad Developers Private Limited,"G1-747, RIICO INDUSTRIAL AREA, CHOPANKI, BHIWADI, Alwar Rajasthan, 301019",Rajasthan,E-waste recycler/dismantler,700,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Web Recycling,"H1-865, Industrial Area, Manda-II, Chomu, Jaipur 303702",Rajasthan,E-waste recycler/dismantler,1050,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Eraw Waste Management LLP,"Plot no E-44, RIICO Industrial Area, Sarekhurd, Tijara, Alwar",Rajasthan,E-waste recycler/dismantler,1690,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Golden Green Recyclers,"G1-11, S.K.S. Industrial Area, Ringus, Sri Madhopur Ringus, Sikar 332404",Rajasthan,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Vinay Traders,"F-241-242, RIICO Ind. Area, Palra, Ajmer",Rajasthan,E-waste recycler/dismantler,2500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
GPS International,"G1-119 Industrial Area Manda Phase-I, Chomu, Jaipur- 303712",Rajasthan,E-waste recycler/dismantler,900,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greenlet Recyclers Private Limited,"Plot No G-15-G, Sotanala Industrial Area, Behror, Tehsil- Behror, District-Alwar",Rajasthan,E-waste recycler/dismantler,1500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Marss Recycler Private Limited,"G-5 Industrial Area Manda, Tehsil-Chomu (E-168 Near Meena Krishi Farm Murlipura Scheme Jaipur- 302039)",Rajasthan,E-waste recycler/dismantler,700,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S.B.J. & Company,"F-137, Growth Centre, RIICO Industrial Area, Dholpur",Rajasthan,E-waste recycler/dismantler,876,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Tritech Systems,"No.165/3, Porur, Chennai- 116",Tamil Nadu,E-waste recycler/dismantler,420,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Genbruze Solutions Pvt. ltd.,"S. F. No. 9.28, 29pt, Athipattu Village, Ambattur Taluk, Chennai District",Tamil Nadu,E-waste recycler/dismantler,1100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ecosible Recyclers Pvt Ltd,"No.154A/B,8th Mahatma Gandhi Road, Tass Industrial Estate, Ambattur, Chennai - 600098",Tamil Nadu,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Era Recyclers,"37, Sivanandha Industries Estate, Dr. M.S. Udhayamurthy Nagar, Thadagam Road, Edayarpalayam, Coimbatore District - 641025",Tamil Nadu,E-waste recycler/dismantler,146,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green India Recyclers,"SF. No. 26/1B, Kovilpalayam Road, Soolakal Village, Coimbatore District",Tamil Nadu,E-waste recycler/dismantler,456,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
A. K. Enterprises,"No:12, Chakarapani St, Velacherry, Chennai-32",Tamil Nadu,E-waste recycler/dismantler,170,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shri Raaam Recycling,"No. DP-29, SIDCO Industrial Estate, SIPCOT Industrial Complex, Gummidipoondi- 601201",Tamil Nadu,E-waste recycler/dismantler,504,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
JADG India E-Waste Recyclers Pvt. Ltd.,"SF No. 256/1A1, Kollur Village, Kilikodi Post, Ponneri Taluk, Tiruvallur- 601206",Tamil Nadu,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
AER Worldwide india Pvt Ltd,"No.774, Elandandheri, sadayankuppam village, near andar kuppam Check Post, Manali New Town, Chennai - 600103",Tamil Nadu,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Abishek Enterprises,"SF No. 2G, 2nd Ambattur, Chennai-600098",Tamil Nadu,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Virogreen India Pvt. Ltd.,"No. 297/1B2, No. 49, Pappankuppam Village, SR Kandigai Road, Gummidipoondi Taluk, Tiruvallur-601201",Tamil Nadu,E-waste recycler/dismantler,15000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Earth Sense Recycle Private Limited,"Survey No. 247, Kanttankulathur Panchayat, Thenmelpakkam Village, Singaperumal Kovil, Kanchipuram, Tamil Nadu- 603204",Tamil Nadu,E-waste recycler/dismantler,4248,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Envirogreen E waste recycling Solutions,"S.F.No. 2134, Plot No. 65, Palur Village, Chengalpattu Taluk & District",Tamil Nadu,E-waste recycler/dismantler,1900,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Leela Traders,"Plot No. C-15/1, CMDA Industrial Complex Maraimalai Nagar, Kancheepuram District",Tamil Nadu,E-waste recycler/dismantler,2640,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
SEZ Recycling,"TP-7, IVth Avenue, mahindra World City Developers Limited, Industrial Estate, SEZ Area, Thenmelpakkam Village, Chengalpattu Taluk, Kancheepuram District",Tamil Nadu,E-waste recycler/dismantler,1500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Trishyiraya Recycling India Pvt. Ltd.,"Plot No.A-7, Phase-I, MEPZ-SEZ, Tambaram, Chennai-600 045",Tamil Nadu,E-waste recycler/dismantler,3100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S. P. P. Enterprises,"S. No. 184-4C, Mambakkam Village and Post Sriperumbudur Taluk Kanchipuram District",Tamil Nadu,E-waste recycler/dismantler,1080,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
RBIA Minerals and Metals Pvt. Ltd.,"S. F. No. 205-1B2A, Knadur Village, Sriperumbudur Taluk, Kancheepuram District",Tamil Nadu,E-waste recycler/dismantler,1400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Punithan Enterprises Unit-II,"No. 113/19 part, Rajiv Nagar, Peinjambakkam, Gundu Perumbedu Post SPR Talu, Kancheepuram Dt-601301",Tamil Nadu,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
K. P. P Enterprises,"No. 535-3C, Santhavellore Village, Sunguvarchatram Post, Sriperumbudur Taluk, Kancheepuram District",Tamil Nadu,E-waste recycler/dismantler,1000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
G S ENTERPRISES,"S.F NO:254/2A2A, evalurkuppam Village, Sriperumbudur Taluk, Kancheepuram Dist 602105",Tamil Nadu,E-waste recycler/dismantler,8400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Enviro Metals Recyclers Private Limited (Aluminium Division),"S.No. 104 and 106, Ezichur Village, Sriperumbudur Tk, Kancheepuram District",Tamil Nadu,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
World Scrap Recycling Solutions Pvt. Ltd.,"S. No. 351/7, Beemanthangal Village, Sriperumbudur Taluk, Kancheepuram District",Tamil Nadu,E-waste recycler/dismantler,720,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green E Waste Private Limited,"S. F. No. 294/pt, Ayanambakkam Village, Poonamallee Taluk, Tiruvallur District",Tamil Nadu,E-waste recycler/dismantler,422,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Southern Alloys,"DP No. S-105 and 106, SIDCO Industrial Estate, Kakallur Village Taluk and District",Tamil Nadu,E-waste recycler/dismantler,540,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Micro E-Waste Recyclers,"SF No. 301/3, Varaganeri Village, Trichy East Taluk, Trichy District",Tamil Nadu,E-waste recycler/dismantler,900,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
M. G. Traders,"No. 86, Nehru Street, Teachers Colony, Ambattur, Chennai - 600053",Tamil Nadu,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Udhaya Traders,"No. 242, Tiny Sector Ambattur Industrial Estate, Chennai - 600058",Tamil Nadu,E-waste recycler/dismantler,84,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Victory Recovery & Recycle Technologies India Pvt. Ltd.,"672/2, Doubal Dragon Industrial Park, Kannur Village & Post Kottaiyur, Thiruvallur District - Tamil Nadu - 602 108",Tamil Nadu,E-waste recycler/dismantler,100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
TES AMM Private Limited,"Plot No.A-18, SIPCOT Industrial Growth, Centre Oragadam, Panruti 'A' Village, Sriperumpudur, Kanchipuram District Tamil Nadu - 630 304",Tamil Nadu,E-waste recycler/dismantler,30000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Arockia Enterprises,"S.F.No.4/1E, Seevaram village, Sholinganallur taluk, Chennai - 600 097",Tamil Nadu,E-waste recycler/dismantler,216,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ascent Urban Recyclers Pvt Limited,"SF No.62/1B, 2A2, Padur Road, Mevalurkuppam village, Sriperumbudur taluk, Kancheepuram district, Pin - 602 105",Tamil Nadu,E-waste recycler/dismantler,400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Blooming Recyclers,"Plot. No. D9/2, SIDCO Industrial Estate, Maraimalai Nagar, Kizhikaranai village, Chengalpattu district",Tamil Nadu,E-waste recycler/dismantler,730,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
E PROCESS House,"c/o Bharat Electronics Limited, SF No 3 & 10/1 Nanthambakkam village, Alandur taluk, Chengalpattu district",Tamil Nadu,E-waste recycler/dismantler,435,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
INAA Enterprises,"DP No. AC-31/24, Thirumudivakkam village, Kundrathur taluk, Kancheepuram district",Tamil Nadu,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
John Firm,"SF No.144/1C2, Kerekodihalli village, Karimangalam taluk, Dharmapuri district",Tamil Nadu,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
KGN Electronics,"No.48 A, Dr Ambedkar College Road, Erukkenchery village, Perambur taluk, Chennai district",Tamil Nadu,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ponniamman Enterprises,"SF No. 216/3, Tiruvallur village, Tiruvallur taluk, Tiruvallur district",Tamil Nadu,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
R.M Computers,"Plot No.229, 9th Street, Ambattur Chennai - 600098",Tamil Nadu,E-waste recycler/dismantler,228,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sai Sri Waste Management Pvt Ltd,"SF No 443/1B2, 443/2A, Padaveedu village, Kumarapalayam taluk, Kumarapalayam district",Tamil Nadu,E-waste recycler/dismantler,1680,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
SKV E-Waste Recycling Pvt Ltd,"Plot No.154 A&B, Tass Industrial Area, Ambattur SIDCO Industrial Estate, Chennai - 600 098",Tamil Nadu,E-waste recycler/dismantler,560,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Tharani Electronics Waste,"SF No.381/3pt, 381/2pt, 384/2pt, 384/3 pt, Sarkar Samakulam village, Annur taluk, Coimbatore district",Tamil Nadu,E-waste recycler/dismantler,207,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Earth Sense Recycle Pvt. Ltd.,"Plot No.37, APIIC Industrial park, Mankal (V), Maheswaram (M), Rangareddy District, Telangana- 501359",Telangana,E-waste recycler/dismantler,22775,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Z Enviro Industries Pvt. ltd.,"Pulimanmidi (V), Kandukur (M) Rangareddy District",Telangana,E-waste recycler/dismantler,30000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Silicon Planet Recycling Pvt. Ltd.,"Sy. No.811/A, Ankireddypally (V) & Grampanchayat Keesara (M), Medchal Malkajgiri District",Telangana,E-waste recycler/dismantler,1000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
EnviroKare Recycling Solutions Pvt. Ltd.,"Sy. No. 402, Raikal (V), Farooqnagar (M), Rangareddy District",Telangana,E-waste recycler/dismantler,2549,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shreem Mythri Enterprises,"Plot No.50, phase-III, IDA Cherlapally, kapra (M), Medchal-Malkajgiri District",Telangana,E-waste recycler/dismantler,3700,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Elifecycle Management Private Limited,"Sy. No. 468, 470, 471 & 472, Theegapur, Kothur Rangareddy District",Telangana,E-waste recycler/dismantler,18900,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Malpani Antenna Electronics Pvt. Ltd.,"Plot No. D4, Phase-I, IDA, Pashamailaram, Patancheru (M), Sangareddy District",Telangana,E-waste recycler/dismantler,687,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Wave E-waste Recycling,"Sy. No. 1880E, 1880EE, Nandigama (V&M), Rangareddy District",Telangana,E-waste recycler/dismantler,4680,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Pure Earth Recyclers Private Limited,"Sy. No.924, 994, Rudraram (V), Patancheruvu (M), Sangareddy District",Telangana,E-waste recycler/dismantler,5050,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Enviro Collection Centre (Dismantling Unit),"Plot No.1-185/2/A, Sy. NO.298 part, Phase-I, IDA Jeedimetla, Medchal-Malkajgiri District",Telangana,E-waste recycler/dismantler,720,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ramky E-Waste Recycling Facility,"Hardware Park, kancha, Imarat of Raviryal (v), Maheswaram (M), Rangareddy District",Telangana,E-waste recycler/dismantler,7840,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Earthbox Ventures (p) Ltd. (E-waste Dismantling Unit),"Sy. Nos.29, 30, & 85, Uddemarri (V), Shamirpet (M), Medchal-Malkajgiri District",Telangana,E-waste recycler/dismantler,3600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Bellus E Waste,"Sy.No.4-120, Ramachandra Puram (GP), Kondurg (M), Rangareddy District",Telangana,E-waste recycler/dismantler,3600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shreem Mythri Enterprises,"Plot No.50, phase-III, IDA Cherlapally, kapra (M), Medchal-Malkajgiri District",Telangana,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Earthbox Recycling Private Limited,"Sy No 114/1, plot no s-2/12, Raviryala Grampanchayat, Maheshwaram (V & M), Rangareddy District",Telangana,E-waste recycler/dismantler,2340,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
TES-AMM India Pvt. Ltd,"Plot no 79, Sy no 847, IDA Medchal, Medchal (M), Medchal-Malkajgiri District",Telangana,E-waste recycler/dismantler,1800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Kamal Electronics Refurbishing of E-waste Solutions,"Sy No: 227/LU, 227/E1m 227/E2, 227/E/2/1 Atmakur (V) Sadasivpet (M), Sangareddu District",Telangana,E-waste recycler/dismantler,13680,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Chilkuri Enterprises,"Sy No.14, Keesara (M), Medchal-Malkajgiri District",Telangana,E-waste recycler/dismantler,540,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Reboot Resources Private Limited,"Sy. No.113 Part, Patelguda (V), Ibrahimpatnam (M), Rangareddy District",Telangana,E-waste recycler/dismantler,9468,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Enviro E Waste Recycling,"Sy. No. 729, Pochampally (V), B. Pochampally (M), Yadadri Bhuvanagiri District",Telangana,E-waste recycler/dismantler,8740,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Recytronics Waste Solutions LLP,"Sy.No.96/Part/C, Patelguda, Mangalpalle (V), Ibrahimpatnam (M), Rangareddy District",Telangana,E-waste recycler/dismantler,4680,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Exclusive PC World,"Plot No.30/9, Sy.No.460/2, TSIIC, IDA Mankhal, Maheshwaram (M), Rangareddy District",Telangana,E-waste recycler/dismantler,446,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ali Traders,"Sy.No.491/2, Alampally (V), Vikarabad(M), Vikarabad District",Telangana,E-waste recycler/dismantler,720,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Auctus - E Recycling Solutions Pvt. Ltd.,"F-637, M. G. Road, Industrial Area, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,1800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Mahaluxmi metal Alloys (India) Pvt. Ltd.,"Modinagar, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,30000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
N.K. Products,"58-59, M. G. Road, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Bharat Oil Co.,"E-18, Site - IV, Sahibabad, Industrial Area, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,4000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Plant Green Recycling Pvt. Limited,"G-129, Phase - I, M.G. Road, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,1500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Rocket Sales,"Plot No. 1-12, I/A, M. G. Road, Hapur",Uttar Pradesh,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ariglonton Information System Pvt. Ltd.,"Plot No C-13, Site-4 Sahibabad Industrial Area Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,40000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Fiz Trading Company,"C55, Sector-B-3, Trans Delhi Signature City Tronica City, Loni, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,365,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Tele Supar Electronics India Pvt Ltd,"B-15, Roop Nagar Industrial Area, Loni Ghaziabad, 201102",Uttar Pradesh,E-waste recycler/dismantler,730,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
R.R. Recycler Pvt. Ltd.,"Khasra No.-115, M, Vill- Achraunda, Tehsil & District- Meerut",Uttar Pradesh,E-waste recycler/dismantler,8000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
6R Recycling,"Plot No-272, MG Road industrial area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,12000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
3R Recycler Pvt Ltd. (Unit 2),"Plot No. A-61/2, UPSIDC Industrial Area, Sikandrabad, Bulandshahar - 203202 Uttar Pradesh",Uttar Pradesh,E-waste recycler/dismantler,25000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Circularity Solutions Private Limited (M/s. Karo Sambhav Pvt. Ltd.),"Khasra 95-96, Village-Sikhera, Hazazari Industrial Area, Modinagar, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,30000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ozone Waste LLP,"Plot No.- C-25, Upsidc, M.G. Road, Industrial Area, Hapur",Uttar Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Arsh Recycling Pvt. Ltd.,"Plot No. 203, UPSDIC, I/A, M/G. Road, Ghaziabad",Uttar Pradesh,E-waste recycler/dismantler,15000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Auctus Recycling Solutions Pvt. Ltd,"Habibpur, Greater Noida",Uttar Pradesh,E-waste recycler/dismantler,20000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Khan Traders,"B-5, Site No. 4, Panki Ind. Area, Kanpur",Uttar Pradesh,E-waste recycler/dismantler,7190,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Tech Recycling,"Khasra No. 645, Acchraunds, Bahdurpur Road, Partapur, Meerut",Uttar Pradesh,E-waste recycler/dismantler,9000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Narora Atomic Power Station,"Narora, Bulandshahar",Uttar Pradesh,E-waste recycler/dismantler,10,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Metal Alloys,"E-46, Industrial Area, Ramnagar, Varanasi",Uttar Pradesh,E-waste recycler/dismantler,1825,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Comwen Information Technologies Pvt.Ltd.,"127/35B, ChakRagunath, Naini, Allahabad",Uttar Pradesh,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
